videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection
iUmUy56RHEc,https://www.youtube.com/watch?v=iUmUy56RHEc,"[['0:00:37.616', '0:00:41.750'], ['0:01:22.500', '0:01:27.500'], ['0:01:51.816', '0:02:10.883']]","['A black and white photograph of a smartphone.', 'A close up of a blackberry keyboard.', 'A woman is holding a blackberry smart phone.']","[0.45263671875, 0.484375, 0.451171875]","['1_still_foreground_image', '2_tiny_camera_movement', 'desirable']","[[['0:00:00.000', '0:00:04.116']], [['0:00:00.000', '0:00:04.983']], [['0:00:00.000', '0:00:11.116'], ['0:00:11.150', '0:00:19.050']]]"
iVNj92H3uG8,https://www.youtube.com/watch?v=iVNj92H3uG8,"[['0:00:00.266', '0:00:02.602'], ['0:01:20.647', '0:01:26.920'], ['0:01:48.208', '0:01:59.686']]","['Person hamilton is standing in front of a blue background, wearing a suit and tie.', 'A young man and woman are sitting on chairs in a living room, discussing something.', 'A blue background with the words in depth graham bensinger on it.']","[0.4853515625, 0.45654296875, 0.49267578125]","['0_low_desirable_score', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:02.302']], [['0:00:00.000', '0:00:06.239']], [['0:00:00.000', '0:00:11.444']]]"
iXmwEmO96Wk,https://www.youtube.com/watch?v=iXmwEmO96Wk,"[['0:00:24.400', '0:00:27.960'], ['0:00:32.200', '0:00:35.080'], ['0:01:33.000', '0:01:37.640']]","['There is a parking lot with cars parked in it, and the cars are parked in rows.', ""A person's hand holding a smartphone with the app on the screen in a parking lot."", 'A dashboard view of a car with a steering wheel.']","[0.45751953125, 0.4345703125, 0.44677734375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.520']], [['0:00:00.000', '0:00:02.840']], [['0:00:00.000', '0:00:04.600']]]"
icht6nFRwY8,https://www.youtube.com/watch?v=icht6nFRwY8,"[['0:00:54.354', '0:00:56.689'], ['0:01:28.988', '0:01:35.095'], ['0:01:51.211', '0:01:55.248']]","[""A close up of a basketball player's back."", 'A basketball player is speaking into a microphone while standing on a basketball court.', 'A screen that says click the logo below to subscribe & hit the bell.']","[0.45947265625, 0.4482421875, 0.443603515625]","['1_still_foreground_image', '3_screen_in_screen', '1_still_foreground_image']","[[['0:00:00.000', '0:00:02.302']], [['0:00:00.000', '0:00:06.106']], [['0:00:00.000', '0:00:04.004']]]"
ikBKFVf-Sy0,https://www.youtube.com/watch?v=ikBKFVf-Sy0,"[['0:00:05.480', '0:00:09.520'], ['0:02:04.840', '0:02:12.680'], ['0:02:17.120', '0:02:20.560']]","['A stack of folded newspaper christmas trees on a table.', 'A young woman is sitting at a table with a christmas tree in the background.', 'A young woman is sitting at a table with a christmas tree in the background.']","[0.46923828125, 0.4365234375, 0.43896484375]","['2_tiny_camera_movement', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.040']], [['0:00:00.000', '0:00:07.800']], [['0:00:00.000', '0:00:03.400']]]"
im4sLRv2YCQ,https://www.youtube.com/watch?v=im4sLRv2YCQ,"[['0:00:03.416', '0:00:05.666'], ['0:00:06.416', '0:00:10.500'], ['0:00:20.166', '0:01:08.166']]","['There is a tree trunk floating in the water with some reeds growing around it.', 'A calm lake surrounded by trees and grass.', 'A triangular shaped piece of metal laying on the ground.']","[0.467529296875, 0.448486328125, 0.438720703125]","['1_still_foreground_image', '1_still_foreground_image', 'desirable']","[[['0:00:00.000', '0:00:02.250']], [['0:00:00.000', '0:00:01.791'], ['0:00:01.833', '0:00:04.041']], [['0:00:00.000', '0:00:47.958']]]"
iq4eqXMCBNc,https://www.youtube.com/watch?v=iq4eqXMCBNc,"[['0:01:11.466', '0:01:59.466'], ['0:05:59.066', '0:06:09.766'], ['0:06:11.466', '0:06:14.700']]","['The user is working on a computer and using a software program to organize data in a table.', 'A bearded man in a cap is sitting in front of a microphone and talking to the camera.', 'It is a black background with white text on it.']","[0.467529296875, 0.474853515625, 0.46826171875]","['4_computer_screen_recording', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:47.966']], [['0:00:00.000', '0:00:02.133'], ['0:00:02.166', '0:00:10.666']], [['0:00:00.000', '0:00:03.233']]]"
iqCBkF-Daqk,https://www.youtube.com/watch?v=iqCBkF-Daqk,"[['0:05:37.480', '0:05:40.440'], ['0:06:57.560', '0:07:17.600'], ['0:07:27.080', '0:07:37.320']]","['A large body of water between two cliffs.', 'A man is climbing up a large cliff on the side of a rocky cliff overlooking the ocean.', 'A man sitting on the grass with a microphone in front of a cliff with rocks and ocean in the background.']","[0.462158203125, 0.430419921875, 0.484375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.920']], [['0:00:00.000', '0:00:20.000']], [['0:00:00.000', '0:00:10.200']]]"
isn1KEKyq_Q,https://www.youtube.com/watch?v=isn1KEKyq_Q,"[['0:02:18.037', '0:02:25.411'], ['0:02:31.084', '0:02:36.089'], ['0:03:04.551', '0:03:11.891']]","['A man with glasses and a suit walks into a room with a round mirror on the wall.', 'A man is standing in a room and talking to the camera.', 'The host of a cooking show is surrounded by various pots and pans on a table.']","[0.450439453125, 0.470947265625, 0.478759765625]","['desirable', 'desirable', '3_screen_in_screen']","[[['0:00:00.000', '0:00:07.340']], [['0:00:00.000', '0:00:04.971']], [['0:00:00.000', '0:00:07.340']]]"
iv_fSaRl5qs,https://www.youtube.com/watch?v=iv_fSaRl5qs,"[['0:01:23.480', '0:01:26.680'], ['0:02:33.360', '0:02:35.840'], ['0:05:18.800', '0:05:32.280']]","['A person touches the side of a car.', ""A man is driving a car and using a tablet to control the car's systems."", 'A man opens the trunk of a sports car on a sunny day.']","[0.469970703125, 0.442138671875, 0.4384765625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.160']], [['0:00:00.000', '0:00:02.440']], [['0:00:00.000', '0:00:13.440']]]"
iyMVZGRUtRY,https://www.youtube.com/watch?v=iyMVZGRUtRY,"[['0:00:02.544', '0:00:04.713'], ['0:01:04.606', '0:01:13.990'], ['0:01:22.373', '0:01:27.545']]","['Two men standing next to each other one with a hat on and the other with a beanie on.', 'A man and a woman are standing on a red carpet at an event and they are posing for the camera.', 'Two women and a man posing for a picture.']","[0.43994140625, 0.460693359375, 0.450927734375]","['1_still_foreground_image', '1_still_foreground_image', '3_screen_in_screen']","[[['0:00:00.000', '0:00:00.041'], ['0:00:00.083', '0:00:02.127']], [['0:00:00.000', '0:00:03.545'], ['0:00:03.628', '0:00:09.342']], [['0:00:00.000', '0:00:05.130']]]"
j0THQQyYty4,https://www.youtube.com/watch?v=j0THQQyYty4,"[['0:00:34.451', '0:00:41.416'], ['0:00:43.126', '0:00:50.508'], ['0:01:25.919', '0:01:31.424']]","['A woman sitting at a table holding a package.', 'The person is holding a lip liner and gloss kit from the makeup revolution unicorn dream retro luxe lip liner and gloss kit.', 'A woman is using a makeup pencil and lipstick on her hand.']","[0.43359375, 0.45458984375, 0.4404296875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:06.923']], [['0:00:00.000', '0:00:07.340']], [['0:00:00.000', '0:00:05.463']]]"
j4lNtOIVq8U,https://www.youtube.com/watch?v=j4lNtOIVq8U,"[['0:00:10.000', '0:00:58.000'], ['0:07:46.500', '0:07:48.933'], ['0:07:49.500', '0:07:51.900']]","['The user is playing a game of tanks on a computer screen. the user is able to understand the visual content that the user provides.', 'A computer screen showing a screenshot of a game.', ""The user is playing a video game and viewing the in-game statistics of the player's progress.""]","[0.477294921875, 0.4501953125, 0.45703125]","['3_screen_in_screen', '4_computer_screen_recording', '4_computer_screen_recording']","[[['0:00:00.000', '0:00:21.666'], ['0:00:21.700', '0:00:23.200'], ['0:00:23.266', '0:00:30.800'], ['0:00:30.833', '0:00:47.966']], [['0:00:00.000', '0:00:02.400']], [['0:00:00.000', '0:00:02.366']]]"
j5_Xwd9Cdw0,https://www.youtube.com/watch?v=j5_Xwd9Cdw0,"[['0:00:01.601', '0:00:07.440'], ['0:00:38.638', '0:00:43.343'], ['0:00:46.479', '0:00:49.282']]","['Two women are sitting on a chair and talking to each other.', 'A woman in a black and white dress is talking.', 'A woman in a white shirt talking into a microphone.']","[0.47412109375, 0.467529296875, 0.455078125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:05.839']], [['0:00:00.000', '0:00:04.671']], [['0:00:00.000', '0:00:02.769']]]"
j6KNv_m1Tq0,https://www.youtube.com/watch?v=j6KNv_m1Tq0,"[['0:00:00.467', '0:00:04.504'], ['0:01:12.338', '0:01:15.341'], ['0:06:59.585', '0:07:17.737']]","['It is a black background with white text on it.', 'A close up of a barbie doll with a pony tail.', 'A man is sitting in front of a computer and talking to the camera.']","[0.474853515625, 0.47216796875, 0.4697265625]","['1_still_foreground_image', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:02.969']], [['0:00:00.000', '0:00:15.548'], ['0:00:15.615', '0:00:18.151']]]"
j8I3Y_IP6Y0,https://www.youtube.com/watch?v=j8I3Y_IP6Y0,"[['0:00:40.640', '0:00:44.110'], ['0:05:59.592', '0:06:06.833'], ['0:06:21.714', '0:06:24.517']]","['A close up of the engine of a car.', 'A bald man is sitting in an office and talking to the camera.', 'A website page with a car on it.']","[0.443359375, 0.44287109375, 0.453125]","['1_still_foreground_image', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:03.436']], [['0:00:00.000', '0:00:04.104'], ['0:00:04.137', '0:00:07.207']], [['0:00:00.000', '0:00:02.769']]]"
jB7K5WIanA8,https://www.youtube.com/watch?v=jB7K5WIanA8,"[['0:00:10.844', '0:00:41.741'], ['0:05:49.949', '0:06:13.806'], ['0:06:17.744', '0:06:25.752']]","['A toy buzz lightyear in a space suit.', 'A close up of a toy buzz lightyear.', 'A person is holding a toy in their hand and playing with it.']","[0.462646484375, 0.47216796875, 0.459228515625]","['0_low_desirable_score', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:30.864']], [['0:00:00.000', '0:00:23.823']], [['0:00:00.000', '0:00:07.974']]]"
jCTeTmwhu8Q,https://www.youtube.com/watch?v=jCTeTmwhu8Q,"[['0:00:03.136', '0:00:06.106'], ['0:00:30.230', '0:00:34.000'], ['0:01:51.945', '0:02:02.655']]","['A laptop computer with the word computers on the screen.', 'A man with headphones is talking into a microphone at an event.', 'A gaming influencer is promoting the latest gaming hardware and accessories.']","[0.435546875, 0.459716796875, 0.43017578125]","['1_still_foreground_image', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.936']], [['0:00:00.000', '0:00:03.737']], [['0:00:00.000', '0:00:10.677']]]"
jCyUEK-EM58,https://www.youtube.com/watch?v=jCyUEK-EM58,"[['0:01:44.420', '0:02:32.435'], ['0:02:54.707', '0:03:02.215'], ['0:03:07.670', '0:03:43.840']]","['A person is cutting raw meat on a cutting board with a knife.', 'A person is using a meat grinder to make mincemeat in a bowl on a kitchen counter.', 'A person is mixing ingredients in a bowl to make meatballs.']","[0.471923828125, 0.46630859375, 0.453125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:11.111'], ['0:00:11.127', '0:00:47.997']], [['0:00:00.000', '0:00:07.490']], [['0:00:00.000', '0:00:12.462'], ['0:00:12.479', '0:00:15.732'], ['0:00:15.749', '0:00:19.285'], ['0:00:19.302', '0:00:36.169']]]"
jEmZBlhbhq0,https://www.youtube.com/watch?v=jEmZBlhbhq0,"[['0:02:06.700', '0:02:14.900'], ['0:05:05.000', '0:05:09.266'], ['0:07:29.666', '0:07:43.433']]","['The person is holding a cup of coffee and looking out the window of a car, with a view of a building in the background.', 'A man is sitting at a table in an apple store. he is wearing a black leather jacket and appears to be looking at his phone.', 'A man is walking up the stairs and talking to the camera.']","[0.431884765625, 0.4462890625, 0.4970703125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:08.166']], [['0:00:00.000', '0:00:04.233']], [['0:00:00.000', '0:00:13.733']]]"
jHL37bW42pQ,https://www.youtube.com/watch?v=jHL37bW42pQ,"[['0:00:03.833', '0:00:34.566'], ['0:03:41.666', '0:03:54.033'], ['0:04:07.933', '0:04:14.366']]","['A man with glasses holding a box in front of him.', 'A person holding a cell phone next to a microphone.', 'A person is disassembling a samsung smartphone.']","[0.44140625, 0.450439453125, 0.442138671875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:30.700']], [['0:00:00.000', '0:00:12.366']], [['0:00:00.000', '0:00:06.400']]]"
jL9yEFmc6ww,https://www.youtube.com/watch?v=jL9yEFmc6ww,"[['0:00:06.973', '0:00:55.021'], ['0:02:57.544', '0:03:09.522'], ['0:03:16.963', '0:04:05.011']]","['A person holding a box of an epson printer.', 'A person is wrapping a printer in plastic wrap.', 'A person is unboxing a printer and expressing their opinions about it.']","[0.4736328125, 0.447998046875, 0.4638671875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:11.945']], [['0:00:00.000', '0:00:48.014']]]"
jO7gexp7JQk,https://www.youtube.com/watch?v=jO7gexp7JQk,"[['0:00:00.520', '0:00:04.800'], ['0:00:09.440', '0:00:14.440'], ['0:00:25.360', '0:00:28.280']]","['A pool with umbrellas and a sign that says ""oberoi group is famous for luxury hospitality"".', 'It is an aerial view of a large garden with a palace in the center.', 'The speaker is an elderly man in a suit and tie, sitting in a chair and talking to the camera.']","[0.447998046875, 0.468505859375, 0.465087890625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.240']], [['0:00:00.000', '0:00:03.320'], ['0:00:03.360', '0:00:04.960']], [['0:00:00.000', '0:00:02.880']]]"
jOitJt7w9os,https://www.youtube.com/watch?v=jOitJt7w9os,"[['0:00:05.964', '0:00:54.012'], ['0:05:31.414', '0:05:34.751'], ['0:10:00.600', '0:10:13.988']]","['A man is sitting on the porch of a house and holding a camera in his hand.', 'There is a young woman in a long blue dress walking through a field of grass.', 'A man is holding a camera on a tripod and talking to the camera.']","[0.44580078125, 0.44873046875, 0.47607421875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:48.006']], [['0:00:00.000', '0:00:03.294']], [['0:00:00.000', '0:00:13.388']]]"
jX2oYPv7044,https://www.youtube.com/watch?v=jX2oYPv7044,"[['0:00:09.100', '0:00:12.700'], ['0:01:43.066', '0:01:45.233'], ['0:01:46.666', '0:01:56.100']]","['A woman walking down a sidewalk with a sign on it.', 'A tv screen with various logos on it.', 'A crowd of people walking down a street with a capitol building in the background.']","[0.4453125, 0.486328125, 0.4384765625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.566']], [['0:00:00.000', '0:00:02.166']], [['0:00:00.000', '0:00:01.566'], ['0:00:01.633', '0:00:04.666'], ['0:00:04.733', '0:00:09.433']]]"
jX76K0rWvj4,https://www.youtube.com/watch?v=jX76K0rWvj4,"[['0:00:03.970', '0:00:35.802'], ['0:01:34.594', '0:01:38.698'], ['0:02:04.491', '0:02:11.998']]","['A woman in glasses is speaking into a microphone in front of a crowd of people.', 'A man is sitting in a warehouse and talking to the camera. he is wearing a green shirt and a baseball cap.', 'A woman in a dress is on the news.']","[0.43505859375, 0.48095703125, 0.44921875]","['3_screen_in_screen', 'desirable', '3_screen_in_screen']","[[['0:00:00.000', '0:00:13.046'], ['0:00:13.079', '0:00:19.452'], ['0:00:19.486', '0:00:21.087'], ['0:00:21.121', '0:00:22.455'], ['0:00:22.489', '0:00:24.391'], ['0:00:24.457', '0:00:29.829'], ['0:00:29.896', '0:00:31.831']], [['0:00:00.000', '0:00:04.070']], [['0:00:00.000', '0:00:07.474']]]"
jYBjhU1I4vw,https://www.youtube.com/watch?v=jYBjhU1I4vw,"[['0:00:05.972', '0:00:54.020'], ['0:05:22.789', '0:06:10.837'], ['0:06:25.585', '0:06:39.599']]","['Two men are sitting on a leather couch in a motorcycle shop and talking to each other.', 'A man is working on a motorcycle in a garage. he is wearing a blue shirt and black pants, and there are other motorcycles in the background.', 'Two men are sitting on a motorcycle and one of them is giving instructions to the other.']","[0.499755859375, 0.472900390625, 0.45361328125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:13.980']]]"
jajHlcfX7fk,https://www.youtube.com/watch?v=jajHlcfX7fk,"[['0:00:09.240', '0:00:43.240'], ['0:00:53.480', '0:01:41.480'], ['0:03:23.760', '0:03:35.600']]","[""A table with bowls of ingredients and a person's hand."", 'A person is mixing ingredients in a glass bowl.', 'A person is mixing ingredients in a bowl with a whisk,.']","[0.499267578125, 0.46142578125, 0.459716796875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:33.960']], [['0:00:00.000', '0:00:04.360'], ['0:00:04.400', '0:00:30.240'], ['0:00:30.280', '0:00:47.960']], [['0:00:00.000', '0:00:11.800']]]"
jcCecCvh2-4,https://www.youtube.com/watch?v=jcCecCvh2-4,"[['0:00:24.758', '0:00:28.795'], ['0:00:34.768', '0:00:36.970'], ['0:01:26.786', '0:01:28.955']]","['A computer screen showing a concert safety website.', 'There is a crowd of people at a concert.', 'A group of people in cowboy hats and shorts are being detained by police at an airport.']","[0.449951171875, 0.44091796875, 0.43212890625]","['2_tiny_camera_movement', '3_screen_in_screen', 'desirable']","[[['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:02.168']], [['0:00:00.000', '0:00:02.135']]]"
jcbhiPln8vU,https://www.youtube.com/watch?v=jcbhiPln8vU,"[['0:01:03.696', '0:01:51.744'], ['0:02:08.561', '0:02:10.797'], ['0:03:16.129', '0:03:24.404']]","['A person is cooking eggs in a pot with sugar and water, and the eggs are being stirred with a spoon.', 'A close up of a gas stove on a table.', 'A person is cutting up some hard boiled eggs and tomatoes on a white plate with a knife and fork.']","[0.4345703125, 0.462158203125, 0.475830078125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.103'], ['0:00:03.136', '0:00:29.629'], ['0:00:29.662', '0:00:48.014']], [['0:00:00.000', '0:00:02.235']], [['0:00:00.000', '0:00:08.241']]]"
